title,artist_name,year,duration
A Dustland Fairytale,The Killers,2008,225.12281
Lovin' You,Minnie Riperton,1974,224.67873
Intro,Tha Liks,2001,43.2322
Merry-Go-Round,Mötley Crüe,1981,201.40363
Gabriel's Oboe (La Mision),Carlos Nuñez,2007,179.64363
Diamonds From Sierra Leone,Kanye West,2005,247.64036
Near You,Floyd Cramer,1964,117.4722
Class Clown/Good Old Days (Reprise),Owsley,1999,348.02893
All About Our Love,Sade,2000,160.62649
Leave My Kitten Alone,Little Willie John,1991,147.25179
Strange Way To Save The World,4Him,2000,270.28853
Gammer Gerten's Needle,Deep Blue Something,1995,199.3922
Baby_ I'm Your Man,Kevin Max,2008,219.01016
Porcelaine,Benabar,2001,235.02322
Are You The One?,The Presets,2005,281.0771
Cheer,Descendents,1986,183.90159
Everybody's Gonna Be Happy,Queens Of The Stone Age,2002,155.61098
Got You Moving,DJ DLG feat. MC Flipside,2006,377.62567
Threadbare Gypsy Soul,Pat Green,2001,295.75791
En La Tierra Caliente,Tam Tam Go!,1993,231.60118
Manhã de Carnaval (Morning of the Carnaval) (Cantando As Músicas do Film Orfeo do Carnaval),João Gilberto,1959,153.70404
Dead End Street,Foghat,1980,300.14649
Tirador (Carlos Jean Remix),Hevia,2005,258.89914
Freak,Stephen Pearcy,2002,216.63302
No Ordinary Love (Remastered LP Version),Deftones,2005,334.75873
City Headache,Scott Matthews,2006,299.72853
78 Stimulator,Stimulator,2004,213.55057
On The Road Again,The Sonics,1967,108.14649
House Of Sin,Leeroy Stagger,2005,304.22159
I Love The Life I'm Living,Slim Harpo,1993,153.67791
Stone a Pig,Bongzilla,2002,422.55628
Skiff For The Suits,Arsonists Get All The Girls,2009,218.48771
Thrill Pistol,Tigertailz,2007,309.18485
Les Psys,Les Malpolis,2003,156.02893
Dieter's Theme,Klaus Badelt,2007,203.15383
I'm Alive (BT & Sasha Mix),Seal,2001,828.05506
Molly Darling,Eddy Arnold,1956,183.50975
When Me A Move,Capleton,1991,223.39873
I'm Mad,EPMD,1990,222.14485
With a Little Dub From My Friends (feat. Luciano and U Roy),Easy Star All-Stars,2009,196.23138
Sag es sag es feat. Neo,Samy Deluxe,2006,282.38322
Virtuous Woman,Warrior King,2002,223.29424
Money Didn't Change Me,Three 6 Mafia,2003,190.74567
Happy Safari,Bert Kaempfert,1997,169.89995
Separate Ways,Agnostic Front,2002,158.32771
Was wollen wir noch mehr?,Die Fantastischen Vier,2010,316.55138
Rolo Le Baroudeur,Julien Clerc,1971,207.20281
Eleanor,Low Millions,2004,193.38404
Chasing Windmills,Heavy D,2008,206.99383
The Drug Suite,Stew,2002,569.20771
Because Of You (Album Version),Unwritten Law,2005,183.74485
I Know You Got Soul,Eric B. & Rakim,1987,282.04363
Beginning Of The End,Cockney Rejects,1987,250.01751
Jean Dominique Intro,Wyclef Jean,2004,68.49261
Tonight,Swami,2009,259.91791
Hala_ Tumba And Timbal,Airto Moreira,2003,312.99873
I've Been Trying,Archie Bell and The Drells,2004,193.95873
Fall in Philadelphia,Hall & Oates,1972,170.29179
Getting Closer,Cocoa Tea,1993,243.17342
Head Gone/Wine Up Uh Self (Album Version),Elephant Man,2003,233.58649
Flesh And Blood,Mary Black,1993,245.73342
Evigne,Dobet Gnahoré,2010,251.79383
Bubble Music,Cam'Ron,2004,231.94077
Tough Guy,Open Hand,2004,187.76771
If This Is The End,Jeff Scott Soto,2004,281.70404
It's Surprising What the Lord Can Do,The Del McCoury Band,2006,171.67628
Spider's Nest Blues,Memphis Jug Band,2005,184.52853
Hoes & Discos,Non Stop DJs,2004,237.92281
Harmony,Jesse Malin,2008,165.40689
Mein Herz kann man nicht kaufen,Gall_ France,2006,162.79465
Quiet Nights Of Quiet Stars [Corcovado] [The Frank Sinatra Collection],Frank Sinatra,1967,166.05995
Trybal,Stargarden,2004,423.70567
Sadness,Mavado,2007,255.16363
Music For The Head,Porcupine Tree,1991,162.06322
Night Time Blues,Ma Rainey,2005,179.61751
Time / Confusion,Arthur Brown,1968,297.03791
My Old Man Boogie,The Reverend Peyton's Big Damn Band,2006,179.46077
Dirty Harry (Single Edit),Gorillaz,2005,230.47791
Dancing The Night Away,The Motors,1977,393.61261
Junk,Photek,2000,327.88853
Viimeiset hitaat,Kaija Koo,1995,192.23465
Javalon,Constance Demby,1989,259.36934
Programmed to Consume,Abysmal Dawn,2008,261.43302
I've Been Working on the Railroad,Laurie Berkner,2001,115.82649
I Can Dig It,The Box Tops,1968,142.36689
Don't Treat Me Bad,Firehouse,1990,258.2722
Amazing,George Michael,2004,266.94485
Escape From The Underrealm,Tilman Sillescu,2008,123.24526
Concede,Sister Hazel,1997,235.65016
Djungelstadt,Sonic Subjunkies,1994,266.34404
Bleeds In Blue (Album Version),Home Town Hero,2002,187.76771
Mi Corazón Y Mi Mente,Bobby Pulido,1999,207.98649
Slatke male maloletnice,Beogradski Sindikat,2002,415.50322
Freezin' From The Inside Out,John Sebastian,2001,284.00281
Gaffo's Ball,Sharon Shannon,2007,191.92118
Eduardo,Sapo,2003,195.91791
Blue Orchid,The White Stripes,2005,160.31302
Everything Man (Album Version),Talib Kweli,2007,196.33587
Could This Be Love,Leroy Hutson,1974,188.49914
Ethiopian Anthem,Ras Michael and the Sons of Negus,1978,243.98322
Never Gonna Give You Up,Musical Youth,1982,183.01342
Josy,Nicolas Bacchus,2002,215.01342
Unwanted,Avril Lavigne,2001,260.44036
Loud Up!!,The Mad Capsule Markets,2004,161.01832
Control It (Album Version),Static-X,2003,185.10322
Everybody,Goose,2006,276.13995
Yksinäisin,Solistiyhtye Suomi,2002,164.98893
Aulis Gerlander,Jope Ruonansuu,2004,150.7522
(The Best Part Of) Breakin' Up,The Ronettes,1964,182.83057
Smoke In The Air (A Cappella),C.L. Smooth,2006,185.18159
Qu Ni De Hun Li,Candy Lo,2001,202.57914
20.000 Seconds,K's Choice,1998,144.14322
IRM,Charlotte Gainsbourg,2009,154.95791
Kapitel 4,Oliver Kalkofe,2008,549.3024
Look Thru My Eyes,DMX,1998,230.50404
Red Sails In The Sunset,Arthur Tracy,1993,180.32281
Yellow Brown,Jesus Jones,1993,203.65016
Fractured Quantum,Ace Frehley,2009,379.32363
Good Friend,James Horner,2000,197.38077
Lo Siento En Mi Corazón,Luis Alberto Spinetta,1983,191.60771
Free Love,Long Beach Dub Allstars,2001,205.11302
Il Y A Une Question (Live),Cali,2006,328.14975
Sugar Coated Sour,The Dillinger Escape Plan,1999,144.01261
Cannibal (Dance Mix),Reel Big Fish,2007,253.09995
The Song Remains The Same (2007 Remastered Album Version),Led Zeppelin,2007,330.78812
Midnight Lovers,Wyclef Jean,2002,7.13098
Everything In Its Right Place,Radiohead,2000,249.93914
Curse Of Sound (Dub Mix),Vuneny,2006,263.41832
Eat Or Get Ate,Tum Tum,2007,231.33995
House Full Of Bullets,Joe Satriani,1998,415.4771
Ida Red,Bob Willis,1993,146.72934
Tainted Love feat. Tatz,NG3,2003,240.50893
Better Life,3 Doors Down,2007,203.2322
Praz Him (Broken Album Version),Darwin Hobbs,2003,212.50567
Constructing the Absence,Sub Swara,2008,343.35302
Shoot The Dog,George Michael,2004,308.76689
Michael A Grammar,Broadcast,2005,237.00853
Green Mind,Dinosaur Jr,1991,298.57914
Then Came You,Boogie Pimps,2007,333.89669
The Arctic Ocean (Album Version),Sinch,2002,232.202
Steel Guitar Rag,Alvino Rey And His Orchestra,2005,156.05506
Primordial Breath,Eluveitie,2008,259.02975
Unsafe Sextet/Gilded Hearts of Booklovers,Busdriver,2009,311.11791
Nature Boy,Quadro Nuevo,2002,133.98159
Long Lonesome Blues,Blind Lemon Jefferson,1926,178.38975
Where You Think You're Goin'?,Darryl Worley,2002,226.2722
No Reply (Demo),Buzzcocks,2008,135.23546
Let Me In,The Fabulous Thunderbirds,1979,154.53995
When Horsepower Meant What It Said,Sandi Thom,2006,183.35302
He Took A Cab To Neptune,Art Ensemble Of Chicago,2004,384.54812
Down (LP Version),Stone Temple Pilots,2003,228.96281
Call Me,Mint Condition,1999,293.66812
Back Then,BoDeans,2010,216.08444
Where You Belong,The Summer Obsession,2006,282.04363
Fair Enough (LP Version),Beth Nielsen Chapman,1997,220.05506
Imaginary Love,Mae West,2006,174.49751
Just Like Darts,The Real Kids,1977,263.75791
Les Deux Guitares,Jean Ferret,1991,172.61669
American Lovebite,Dons,2006,200.51546
God Of Love (Album Version),Bad Brains,1995,163.18649
Better Days,Colin James,1995,280.11057
Crushing Belial,Shadows Fall,2000,325.17179
Here The Sun Never Shines,The Funeral Pyre,2006,271.22893
Nude With Boots,Melvins,2008,217.80853
Red (Main Version),Motograter,2003,226.92526
Laser Show (LP Version),Fountains Of Wayne,1999,144.71791
We Bite,The Misfits,1982,73.09016
The Dark Road,White Willow,2006,257.27955
Polly's Dress,Hem,2000,71.05261
Breaking In,Alexandre Desplat,2005,177.03138
Doomed To Walk The Earth,Swallow The Sun,2007,509.49179
Objection (Tango),Shakira,2001,224.522
Guantanamera,Wyclef Jean,1997,208.29995
Polyester,Maximilian Hecker,2001,228.80608
What'Cha Gonna Do About It,Small Faces,1965,129.90649
De rien,Les Ogres De Barback,1999,189.85751
Darling_ I Want To Destroy You,AFI,2009,223.29424
Armageddon's Raid,Belphegor,2008,308.76689
On Probation,Youves,2008,235.20608
Let It Be Me,Dionne Warwick,2006,226.58567
Ask The Angels,The Distillers,2000,190.95465
All Time Low (Album Version),Grey Area,1997,189.33506
Harmony Of The Forest,Kitaro,1999,382.51057
Byal ravnec,Lot Lorien,2007,368.16934
I'm On Your Tail,Paul Carrack,1989,374.96118
Still,Jennifer Lopez,2002,220.55138
2 Late 4 Goodbyes,Jeff Scott Soto,2002,302.00118
Sense,Beherit,1995,625.57995
Vacation Rain (Album),Sister Hazel,2010,231.36608
House Of Pain,Van Halen,1983,199.10485
She Will Be Loved,Maroon 5,2002,261.61587
Facedown,Matt Redman,2003,336.92689
Side Steppin',Paul Brown,2005,214.69995
I'm A Tomorrow,Ec8or,2000,123.61098
I Don't Like It Like This,The Radio Department,2005,248.24118
Nothing's The Same (2002 Digital Remaster),Gary Moore,1992,306.72934
Morning Bird,Sade,2010,234.26567
Don't Be Afraid (World),Sharon Burch,1999,183.30077
Janie's Got A Gun,Aerosmith,1989,329.69098
Talking To Trees,The Cat's Miaow,2003,103.00036
Guns And The Young,Mighty Mighty Bosstones,1992,142.73261
I'm A Chicken Head (Skit),Cam'Ron,2004,85.96853
Fear of Girls (Live in Croatia_ 1993),U.K. Subs,1993,116.1922
Rules of Attraction (Chris Cox),Tina Ann,2003,251.76771
How Y' All Doin',Kyle Eastwood,2006,207.20281
Crackbabies,Urge Overkill,1993,243.17342
Let's Wrap Up,Roy Roberts,1997,189.93587
The End Is Near (LP Version),Leaders Of The New School,1993,263.88853
Love In Time,Esperanza Spalding / Leo Genovese,2008,345.5473
Pass Me Not (LP Version),Fernando Ortega,2003,130.76853
Murphy Lee,Murphy Lee / Zee,2003,268.90404
Oversleeping,themselves,2009,195.18649
From Now Until Then,Marshall Crenshaw,2003,244.76689
Josephine,Chris Rea,1985,308.45342
Dinosaur Bones,Showbread,2006,264.01914
Cunoasterea Tacuta,Negura Bunget,2006,431.72526
Ett Norrskensdåd,Finntroll,2010,214.30812
Flute,Les Ogres De Barback,2001,247.32689
Savin' Me,Nickelback,2005,217.62567
Big Girl Blues,Danny Barnes,2005,169.482
Ain't Gone 'N' Give Up On Love,Stevie Ray Vaughan And Double Trouble,2005,368.63955
Tracy,Goldfish,2004,172.61669
Shirley,Lil' Band O' Gold,2000,150.49098
Roll Old Jeremiah,The Black Crowes,2009,263.52281
Secret Lovers (Featuring Mica Paris),Alexander O'Neal,2008,268.2771
Little Bird,Annie Lennox,1992,385.01832
Bring It On,Goose,2006,395.85914
Karola,Remmy Ongala,2007,348.52526
Suti-suti,M.A. Numminen,2002,118.30812
Zearocks (LP Version),Leaders Of The New School,1993,84.74077
Scrap,Tin Hat Trio,2000,44.59057
The Four Big Ones (Essential Authors And Works),Black Debbath,2001,265.7171
Quiero Ser Tu Sueño,Andy & Lucas,2005,207.62077
MY HERIONE (Acoustic Version),Silverstein,2006,214.04689
Becoming (LP Version),Lennie Tristano,1994,271.25506
Superman,Unwritten Law,1996,216.81587
The People You Care For,John Ottman,2006,205.92281
As Nice As I Can Be,Eagles Of Death Metal,2009,225.48853
Can't Make You Love Me,Britney Spears,2000,196.80608
Main Street Eyes,Iggy Pop,1990,221.43955
Misty Blue,Billie Jo Spears,1976,159.81669
Night Terrors (Album Version),Static-X,2005,189.09995
The Carrying Arms,The Antlers,2007,107.98975
We Blame Love,Heaven 17,1996,287.39873
Jam-Master Jammin',RUN-DMC,1985,259.97016
On The Wing,Owl City,2008,301.16526
Murder In The Graveyard,Screaming Lord Sutch,1982,184.05832
The Door,Keb' Mo',2000,236.48608
Ciudad desierta,Alex Ubago,2009,186.09587
Hold Up My Heart,Brooke White,2009,233.79546
I Do (Chris The Greek Remix),Tina Ann,2003,237.53098
Directions to my special place,themselves,2003,274.1024
See The Light,The Jeff Healey Band,1988,267.33669
A Sailboat In The Moonlight,Arthur Tracy,1993,173.89669
Cintura Fina,Alceu Valença,1998,188.65587
New Meaning,Mudhoney,2008,159.65995
Misty Bog,Winifred Phillips,2009,80.61342
Between You And Me,Joy Enriquez,2001,260.96281
Angel,Julio Iglesias Jr,2008,252.13342
Ongoing Plague,Malefaction,2003,139.17995
La Chola Caderona,Sonora Carruseles,1999,295.31383
Peace Dance,Terry Riley,1992,349.20444
We Three Kings,The Roches,1990,329.45587
Sleepy Man Blues,Bukka White,1940,159.00689
The End. [Live In Mexico],My Chemical Romance,2008,154.30485
Boda de Oro,Orquesta America,1997,353.69751
Oops!...I Did It Again,Britney Spears,2000,211.01669
Lawyer Clark Blues,Sleepy John Estes,1965,190.27546
Damn those eyes,Kane,1999,422.73914
Final Straw (Album Version),R.E.M.,2004,246.17751
If Today Was Your Last Day (Album Version),Nickelback,2008,248.05832
Bliv Du Till Gran (If You Became A Spruce),Groupa,1999,229.56363
You've Got A Friend,Kathy Troccoli,2005,282.20036
Fat Albert's Car,Bill Cosby,1973,498.33751
So(u)l Invictus,Nightfall,2004,190.87628
Marbles,Spunk,2005,139.2322
For All We Know,Ann Hampton Callaway,2005,304.71791
Knowing You'll Be There,Gaither Vocal Band,2003,276.74077
Cielito lindo,Mariachi Silvestre Vargas,2006,186.09587
Rock Steady,Bad Company,1974,249.83465
Foolish Little Girl,The Shirelles,1963,132.33587
Isle Of Inishmore - Part 1 (Air),Kathy Mattea,2002,124.83873
Inaudible Melodies,Jack Johnson,2000,207.09832
A Veces Vuelvo,Catupecu Machu,2004,266.1873
It's So Fine,Jackie Wilson,1958,128.93995
True Nature,Jane's Addiction,2003,229.61587
Your Touch Versus Death,Every Time I Die,2000,215.43138
Deus Ex Machina,William Orbit,1993,339.80036
The Coloness Of The Chain,Tony Joe White,1993,329.35138
Here I Am,Phantom Planet,2004,120.65914
This Very Moment,Set Your Goals,2006,153.23383
Feeling,Jaco & Mixxmaster,2008,441.99138
Gotta Cut Out,Jimmy McCracklin,2002,147.64363
Kill Your Darlings,Soulwax,1996,201.24689
El Chorro,Los Auténticos Decadentes,1997,153.57342
Here I Am,FFH,2003,263.83628
Down And Out In Paradise,John Mellencamp,1987,216.86812
Who Do You Roll With?  (LP Version),New Direction,1999,265.24689
Sugar Blues,Bob Willis,2000,172.09424
Hip Replacement,Paris_ Texas,2002,225.67138
Every Breath I Take,Gene Pitney,1986,166.3473
Zornig!,Dynamite Deluxe,2000,148.29669
20 horas de nada,Alex Ubago,2009,216.58077
Rescue And Breakout,James Horner,2003,203.54567
Ur Själslig Död,Månegarm,2007,264.6722
The Christmas Song,Mannheim Steamroller,2009,199.83628
Babes In Arms,April Wine,1979,200.9073
Honey,Mariah Carey,1997,301.19138
Didn't Know Yet What I'd Know When I Was Bleedin',Dax Riggs,2007,157.36118
Born To Be Together,The Ronettes,1991,177.81506
Hopelessly,Rick Astley,1993,215.09179
Talk To Your Daughter (Album Version),Robben Ford,1988,250.53995
Creation,The James Taylor Quartet,1996,315.14077
You Better Stop,Curtis Mayfield,1979,411.92444
Atrapados En La Red,Tam Tam Go!,1999,405.41995
The Lost Name of God,Amorphis,1992,332.06812
Through With You,Maroon 5,2002,181.52444
Seeing Is Believing,Mike And The Mechanics,1988,193.56689
Push It,Salt-N-Pepa,1988,207.62077
V,Zeromancer,2010,280.08444
Little Bit of Inner Air,Atomic Rooster,1972,159.60771
No Loafting,Junior Reid,1994,199.75791
L'Aventurier,Jacques Dutronc,1969,151.09179
Ali Baba,Jackie Edwards,2003,179.09506
Talk About Me,Screamin' Jay Hawkins,1995,150.56934
You Can't Hurry Love (Live),Phil Collins,1990,174.23628
This Side Of Paradise,Nestor Torres,2001,280.2673
Out Of This World,Black Flag,1985,133.25016
Jingle Bells,Jim Reeves,1963,108.19873
I Changed My Mind (DJ Spinna Remix),Lyrics Born,2005,313.15546
One Step Forward_ Two Steps Back,John Sebastian,1976,276.45342
40,U2,1992,406.85669
Let It Bang,X-ecutioners featuring M.O.P.,2001,210.07628
Boulevard St. Germain,Bloomfield,2006,353.69751
Baños De Budapest (Extended Remix),Hevia,2005,331.88526
Only You,Ayo,2006,288.49587
Burning Skies,Tones On Tail,1987,387.16036
Secret Handshakes,The Ataris,2006,222.9024
Sea of Green,Slackbaba,2006,465.6322
Sleepy Lad,Maximilian Hecker,2004,174.23628
True Fuschnick,FU-Schnickens,1992,237.92281
Inertiatic Esp,The Mars Volta,2003,266.47465
Exodus,Sunscreem,1995,232.4371
Sickness,Agnostic Front,1999,92.18567
Caroline (LP Version),Billy Pilgrim,1995,220.26404
God Gave Me You (Single/LP Version),Bryan White,1999,245.81179
Forever,Orbital,1994,478.45832
It's A Secret,Mungo Jerry,1995,193.90649
Sound Clash (featuring Beenie Man) - FattaSly Extended Mix,Dream Warriors,1996,414.24934
(Prayer Is The Key To Heaven) Faith Unlocks The Door,Don Gibson,1959,151.09179
America's Suitehearts,Fall Out Boy,2008,214.33424
Main Title,Christophe Beck,2002,91.21914
Trumpet Blues And Cantabile,Mike Vax,2001,154.06975
You'll Need Somebody On Your Bond,Blind Willie Johnson,1991,187.16689
Raggy Road,Capleton,1997,86.88281
Autumn's Ablaze (Live),Primordial,1998,484.10077
Sugar Bush,Bert Kaempfert,1997,201.42975
Mambo Bacan,Line Renaud,1994,157.93587
Gettin' Together,Tommy James And The Shondells,1989,136.12363
Feriado,Chico Cesar,2008,238.23628
Haughtiness And Puerile Dreams,Autumnblaze,2009,277.75955
What Would You Do?,City High,2001,174.91546
Gamble Calypso,Mau Mau,2000,232.12363
Heart Trouble,Martina McBride,1993,198.42567
Entonces,Fran Perea,2005,173.08689
Unemployed Black Astronaut,Busdriver,2005,240.71791
6 Yrs (Album Version ),Reach 454,2003,237.19138
Soul,Pedro Luis e a Parede,1997,229.45914
Marcel,Pierre Perret,1994,277.21098
A Talk With Dad,Speech,2003,160.93995
Prayer For The Dying (Live In Paris),Seal,2005,304.14322
I'll Be Yours,Faron Young,1994,168.72444
Safety Net (Album Version),Moros Eros,2007,224.41751
Sarankégni,Djelimady Tounkara,2005,487.33995
Whip Fight,Harry Gregson-Williams,2003,95.9473
C'Etait Bien,Jean Corti,2001,183.19628
Isle of St. Helena,Mary Black & General Humbert,1984,303.75138
No Soy Uno Más,Jose Luis Perales,2008,191.21587
Cancion De Amor Eterno,Carlos Vives,2000,112.90077
Ernestine,Joe Bataan,2005,311.19628
Go And Wash (Those Dirty Feet),Johnny Horton,2005,138.86649
October,U2,1981,142.23628
Pode Me Chamar,Eddie,2007,243.17342
Comin' Home,ZO2,2007,346.51383
2StepN,North Mississippi Allstars,2006,166.21669
You Can Do Better Than Me (Album Version),Death Cab for Cutie,2008,119.40526
Song Sung Blue,Neil Diamond,1972,194.40281
Warung Beach,John Digweed,2006,405.10649
I've got Vilking in Me,Four Tet,2004,136.202
Ain't That Something,High Strung_ The,2003,165.3024
Virgen De La Nieve - 14-String Guitar Solo,Stephan Micus,2002,336.09098
Everyday Stranger,Dub Pistols feat. TK & Ashley Slater,2009,328.48934
Death Song,The Last Days Of Jesus,2004,292.57098
No. 6 The Coombe,The Chieftains,1977,231.1571
My Maria (LP Version),Martin Sexton,1998,244.4273
Frankie & Sue,Darden Smith,1990,207.41179
You (Demo),Radiohead,2009,204.06812
Désolé Pour La Poussière,Miossec,2004,225.90649
Rotate,Capone-N-Noreaga feat. Busta Rhymes and Ron Browz,2009,256.1824
Got To Tell The People,Cornell Campbell,1997,184.99873
Here And Beyond,Behemoth,2002,206.44526
Better Days (Album Version),Faith Hill,1998,207.80363
Storm,The Pharcyde,2004,217.88689
Flight of the Elephant,Workhorse,2007,370.85995
Animal Crimes,Mad Are Sane_ The,1984,228.8322
Ramène Moi,Lara Fabian,1994,273.13587
Canal de jonage,Michèle Bernard,2006,230.24281
Only Human,Usher Featuring The Nu Beginning,2004,338.75546
Three Little Birds,Bob Marley & The Wailers,2007,320.15628
Adrift,Jack Johnson,2008,236.19873
Fools Like You,Blue Rodeo,1992,280.65914
My Last Date (With You),Skeeter Davis,1988,146.28526
The Future,Benga,2006,277.55057
Turn The Heat Up,Bobaflex,2005,147.43465
Death Blow,Kool Moe Dee,1991,397.5571
4 Minutes [Featuring Justin Timberlake And Timbaland] [Junkie XL Remix Edit],Madonna,2008,277.99465
Xue Hua Chao,Hins Cheung,2008,238.21016
Mary Had A Little Lamb,Dora The Explorer,2008,169.09016
Tell Your Momma Come,Black Eyed Peas,2000,196.362
40 OZ Quartet Part I,Tha Liks,2001,108.2771
Kiss the Sky,Danielle Bollinger,2006,223.52934
3 + 3,Vangelis,1977,575.58159
I Don't Know,Teenage Fanclub,1991,274.70322
Anarchy in the UK (Sex Pistols) (Bonus Track),Adrenalin O.D.,1986,142.65424
Anything's Better Than Feelin' The Blues,Martina McBride,1999,181.86404
Year 3_000 Blues (2002 Digital Remaster),Ten Years After,1970,145.00526
4 Words (To Choke Upon),Bullet For My Valentine,2005,223.76444
Xenophobic Hate Machine,Bodies In the Gears of the Apparatus,2005,126.17098
Syrup Sipping (Banner Beat Break),David Banner,2008,72.4371
Lappi Pt IV Etiäinen,Nightwish,1997,153.44281
Estoy Aquí,Shakira,1995,366.70649
Michael Nobody aka Poetic Death,Snowgoons,2009,197.85098
Private Dancer,Heavy D,2008,212.24444
American Girl,Brooke Valentine,2005,218.64444
22 Going On 23,Butthole Surfers,1987,263.70567
Your Revolution Is A Joke,Funeral For A Friend,2003,164.54485
Make It Last,The Ataris,1997,99.49995
Q Loop,Basic Channel,1995,329.01179
Origins And Endings,Winds Of Plague,2008,270.13179
Waitin' For The Wind,Spooky Tooth,1969,222.14485
I Know Where I Am Now,Jake Hess,2004,298.89261
Papa Legba (2005 Digital Remaster),Talking Heads,1986,355.73506
Chicago Bound Blues,Bessie Smith,1991,187.03628
Liquid Mercury,Jimmy Page,1988,184.78975
Badrock City,Big Audio Dynamite,1986,424.22812
Psalm 27,Donnie McClurkin,2000,302.36689
Loud & Clear (featuring Defari_ King T & Butch Cassidy),Xzibit,2000,213.78567
Writes Of Winter,Jimmy Page,1988,207.72526
Freaxxx,brokeNCYDE,2008,214.9873
¡Hola_ Pequeño Ser!,Pescado Rabioso,1973,579.44771
Other Side of You,DJ Harry,2004,327.47057
Soda Pop,John Fogerty,1986,354.35057
Donnez-nous des jardins,Pierre Perret,1975,238.10567
Start Me Up,The Rolling Stones,1981,242.20689
Love Is What We Make It,Kenny Rogers,1999,258.89914
Marvel Hill,The Cardigans,1998,255.39873
Got The Blues,Blind Lemon Jefferson,1926,175.15057
I Don't Wanna be a War Hero,Anti-Flag,2003,99.00363
Hold On,The Jason Bonham Band,1992,260.51873
Ma Préférence (Live),Julien Clerc,1994,266.29179
We Got What You Want,Busta Rhymes,2001,231.49669
You're My First Lady,T.G. Sheppard,1992,210.75546
Automatic,Less Than Jake,1996,125.28281
Fear Factor (Shiny Happy Jihad),Joe Rogan,2007,183.97995
Like I Never Loved Before,Phil Vassar,2000,265.24689
Dancing With Tears In My Eyes 2004 (Nova Mix (Club Version)),Novaspace,2004,389.61587
Dying Under A Binary Star,Crematorium,2005,198.26893
Man No Sober (LP Version),Steel Pulse,1982,266.05669
Transmission (Album Version),Static-X,2003,98.89914
Cycle Time,Liars,2007,136.17587
Falling Apart,Dario Marianelli,2009,70.05995
L.S.M.,Year of Desolation,2005,259.02975
To Sir With Love,Lady Saw,1994,180.81914
Signs Can Hear All,Ciaran Byrne,2006,150.282
Is It Love,3 of Hearts,2001,224.07791
Beauty Supply And Demand,Busdriver,2004,125.77914
Genius Of Love 2002 (featuring Tom Tom Club & Biz Markie),X-ecutioners featuring Tom Tom Club & Biz Markie,2001,236.43383
Deep Blue,Dave Eggar,2005,225.25342
Come Dance With Me,The Token,1994,128.1824
Raw Power,Iggy And The Stooges,1996,347.53261
Head Banger,EPMD,1992,291.16036
Strip The Soul (album version),Porcupine Tree,2002,441.88689
I'm Chillin,Kurtis Blow,1990,220.83873
The Lord's Prayer,Dario Marianelli,2009,192.86159
One Moment With You,Jackie Wilson,1993,182.49098
Twist Y Gritos (Twist & Shout),Los Fabulosos Cadillacs,1988,151.92771
Please Love Me,B.B. King,1956,170.68363
Bside,Various Production,2009,239.90812
Reefer Head Woman,Aerosmith,1979,241.8673
Good Morning Captain,The Black Crowes,2009,202.91873
Kuolema Tekee Taiteilijan,Nightwish,2004,238.54975
Festival Of Holi,Brian Tyler,2007,128.54812
Ain't She Sweet,The Beatles / Tony Sheridan,1964,130.95138
Coffee Blues,Mississippi John Hurt,1966,198.76526
Immigrant Song (Album Version),Led Zeppelin,1970,145.05751
Human Being,The New York Dolls,1974,344.45016
Forever,VHS Or Beta,2004,343.562
One Night Alone,Vixen,1988,229.642
Stand By Me,Atomic Rooster,1972,203.31057
We Are The Ones (Lounge Version),Zombie Girl,2007,273.34485
Ralph's Rhapsody,Ray Lynch,1998,283.74159
Love & Understanding,Lady Saw,1996,218.40934
In Hell (Album Version),A Perfect Murder,2007,229.79873
Chatma,Tinariwen,2003,336.32608
Roses,Silverchair,1997,209.00526
Long Way From Home,The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,1990,196.57098
Pictures To Prove It,The Mighty Mighty Bosstones,1994,196.10077
You Are Everything,Regina Belle,1995,225.33179
Stop The World,RIDDLIN' KIDS,2004,195.65669
I Can't Rest,Fontella Bass,2006,175.38567
Things I Don't Understand,Coldplay,2005,295.67955
Wo Ai Ni_ Zai Jian!,Sammi Cheng,2004,255.76444
A Piece Of My Heart,Gang Of Four,1983,196.49261
Gangsta Lean (Gangstapella),D.R.S.,1993,237.16526
Paper Thin,Leona Naess,2000,645.38077
Blues All Around My Bed,Precious Bryant,2002,154.30485
Cafe deClouet,Galactic,1998,21.39383
Carolan's Concerto,The Chieftains,1971,185.86077
Celluloid Heroes,Bon Jovi / Ray Davies,2002,336.84853
Wives ( LP Version ),Bill Cosby,1967,157.43955
Every You Every Me (Infected By The Scourge Of The Earth),Placebo,1999,237.94893
First Day (Album version),Timo Maas,2005,232.38485
Hurry Up And Come,Cocoa Tea,2008,225.54077
Da Da Da Da,Tha Liks,2001,294.13832
Estimate,Slum Village,1997,84.47955
Volvere,OV7,2000,164.33587
Brooklyn On A Saturday Night,Neil Diamond,1984,224.57424
Music In Dreamland,Be Bop Deluxe,1975,285.1522
Malice,Behemoth,2000,146.46812
Red Gun,The Forms,2007,145.08363
Arco Arena,Cake,2001,91.32363
Ride Out Dip,Crucial Conflict,2008,230.5824
I Want You,Sophie B. Hawkins,1992,316.76036
The Gre(A)t Depression,Anti-Flag,2009,188.55138
Destroy Everything (Album Version),Hatebreed,2006,209.05751
