artist_name,title,year,duration
Sister Hazel,Come Around (LP Version),2003,235.72853
Sister Hazel,Walls And Cannonballs (Album),2010,195.36934
Sister Hazel,Vacation Rain (Album),2010,231.36608
Sister Rosetta Tharpe,What He Done For Me,2002,162.40281
Sister Rosetta Tharpe & Marie,Up Above My Head,2004,146.80771
Six Brown Brothers,Battery Acid,1988,257.95873
Sizzla,Princess Black,1997,274.15465
Sizzla,Love & Devotion,2003,197.48526
Sizzla,Too much informa,2005,203.96363
Sizzla,Care,2006,168.56771
Skeeter Davis,Foggy Mountain Top,1963,160.7571
Skeeter Davis,My Last Date (With You),1988,146.28526
Skeeter Davis,My Last Date (With You),1988,153.49506
Skeeter Davis,Am I That Easy To Forget,1995,125.77914
Skeeter Davis,Santa Claus Is Coming To Town,1999,153.96526
Skeletonwitch,Within My Blood,2004,252.08118
Skeletonwitch,Sacrifice for the Slaughtergod,2007,173.37424
Skrape,Searching For Home,2003,198.81751
Skyforger,In the Underworld,2010,252.81261
Slackbaba,Sea of Green,2006,465.6322
Slackbaba,And The Beat Goes Om,2006,488.25424
Slackbaba,The Real Trick,2010,330.39628
Sleepy John Estes,Street Car Blues,1930,196.88444
Sleepy John Estes,Stop That Thing,1935,163.91791
Sleepy John Estes,Down South Blues,1935,188.26404
Sleepy John Estes,Lawyer Clark Blues,1965,190.27546
Sleepy John Estes,Need More Blues,1993,197.0673
Slick Rick,Kill Niggaz,1999,169.69098
Slim Harpo,I Love The Life I'm Living,1993,153.67791
Slim Whitman,Indian Love Call,1990,195.91791
Slim Whitman,Cattle Call,1993,152.42404
Slim Whitman,China Doll,2002,170.81424
Slum Village,Estimate,1997,84.47955
Slum Village,CB4,2000,225.48853
Small Faces,What'Cha Gonna Do About It,1965,129.90649
Small Faces,My Mind's Eye,1966,121.73016
Small Faces,It's Too Late,1966,157.46567
Small Faces,Itchycoo Park,1967,172.72118
Small Faces,Spoken Word / Ogdens' Nut Gone Flake / Spoken Word,1968,248.24118
Smartbomb,Complicate It,2001,233.27302
Sneaky Sound System,I Love It [Clubstar Remix],2006,342.02077
Sneaky Sound System,Lost In The Future,2008,225.82812
Snow Patrol,Chocolate,2003,181.57669
Snow Patrol,Spitting Games,2003,229.642
Snow Patrol,Wow,2003,242.05016
Snow Patrol,Half The Fun,2004,174.602
Snow Patrol,Shut Your Eyes,2006,209.162
Snow Patrol,It Doesn't Matter Where_ Just Drive,2006,217.57342
Snow Patrol,Chasing Cars,2006,268.95628
Snow Patrol,In My Arms,2006,276.68853
Snow Patrol,New Sensation,2009,214.5171
Snow Patrol,Just Say Yes,2009,255.60771
Snow Patrol,Just Say Yes,2009,284.1073
Snowgoons,Real World,2007,212.32281
Snowgoons,Starlight,2008,232.75057
Snowgoons,Michael Nobody aka Poetic Death,2009,197.85098
Snowgoons,Planetary Takeover,2009,239.64689
Snowgoons,Been Fighting Devilz,2009,240.45669
Snowgoons,Platoon Goons,2009,257.25342
Socialburn,Everyone (LP Version),2003,241.84118
Soda Stereo,Te Hacen Falta Vitaminas,1984,225.12281
Soda Stereo,Persiana Americana (Live),1987,343.562
Soda Stereo,Terapia De Amor Intensiva,1988,340.29669
Soda Stereo,Entre Caníbales,1990,246.69995
Sofia Karlsson,I denna ljuva sommartid,2002,340.21832
Sofia Karlsson,Blåsut,2009,165.69424
Sofia Karlsson,Andra sidan,2009,172.93016
Soilent Green,Daydreaming the Color of Blood,2001,180.32281
Soilwork,Machine Gun Majesty [Live] (Album Version),2000,323.21261
Soilwork,As The Sleeper Awakes,2007,258.16771
Solas,Lament for Frankie,1996,192.67873
Solas,Clothes Of Sand,2002,255.97342
Solistiyhtye Suomi,Yksinäisin,2002,164.98893
Sonia Dersion,Urgence,2004,269.87057
Sonic Subjunkies,Djungelstadt,1994,266.34404
Sonic Subjunkies,Turntable Terrorist,1995,327.73179
Sonny James,I'll Never Find Another You,1967,146.02404
Sonny Landreth,She Left Me A Mule ,1999,212.63628
Sonny Terry,My Baby Likes To Shuffle,1994,149.41995
Sonora Carruseles,Chela,1999,220.78649
Sonora Carruseles,Vitamina,1999,230.00771
Sonora Carruseles,La Chola Caderona,1999,295.31383
Sonora Carruseles,Que Suene Mi Campana,2000,264.07138
Sonora Santanera,Estoy Pensando En Tí,2003,168.46322
Sophie B. Hawkins,I Want You,1992,316.76036
Sophie B. Hawkins,Did We Not Choose Each Other,1994,265.06404
Sophie B. Hawkins,The Ballad Of Sleeping Beauty,1994,305.162
Sophie B. Hawkins,32 Lines (Album Version),1999,302.86322
Soul Asylum,Don't It (make Your Troubles Seem Small) (Album Version),1986,168.93342
Soul Asylum,Freaks (Album Version),1986,206.75873
Soul Asylum,Lies Of Hate,1998,279.2224
Soul Asylum,Slowly Rising,2006,235.20608
Soul Ballet,da da Diamonds,2007,224.86159
Soul Ballet,the Cool Down,2007,330.37016
Soul Ballet,Tuscan Chica,2007,462.07955
Souls Of Mischief,Spark,2002,220.96934
Soulwax,Kill Your Darlings,1996,201.24689
Soulwax,Soul Simplicity,1996,274.78159
Soulwax,Much Against Everyone'S Advice (Dave Bascombe Radio Mix),2000,171.4673
Soundgarden,Slaves & Bulldozers,1991,415.81669
Speaker,Joking,1999,188.29016
Spectra Soul,The Tube,2008,303.51628
Speech,Have Fun Prelude,2003,24.92036
Speech,A Talk With Dad,2003,160.93995
Speedball,No Survivors,1998,212.21832
Spinal Tap,Big Bottom,1984,218.20036
Spinal Tap,The Majesty Of Rock,1992,235.41506
Spiral Stairs,Ladies And Gentlemen,2009,65.51465
Spiral Stairs,Stolen Pills,2009,146.99057
Spliff,Heut' Nacht,1982,264.41098
Spliff,S.O.S.,1988,225.74975
Spok Frevo Orquestra,Passo De Anjo,2007,269.73995
Spok Frevo Orquestra,Folião Ausente,2007,286.04036
Spongebob Squarepants,Ripped Pants,2005,76.82567
Spooky Tooth,Waitin' For The Wind,1969,222.14485
Spooky Tooth,Evil Woman,1969,545.74975
Spooky Tooth / Mike Harrison,I Am The Walrus,1970,384.7571
Sportsguitar,Fish,1998,231.00036
Spunk,Marbles,2005,139.2322
Stanley Clarke,Journey To Love,1975,282.69669
Stanley Clarke,What If I Forget The Champagne,1998,312.76363
Stanley Clarke & George Duke,Finding My Way,1990,339.09506
Stargarden,Trybal,2004,423.70567
Stars Like Fleas,You Are My Memoir,2007,264.51546
Static-X,Love Dump (Clean Album Version),1999,259.63057
Static-X,Transmission (Album Version),2003,98.89914
Static-X,Control It (Album Version),2003,185.10322
Static-X,Night Terrors (Album Version),2005,189.09995
Statues,The Last Stand,2006,127.73832
Steel Pulse,Ku Klux Klan,1978,231.49669
Steel Pulse,Man No Sober (LP Version),1982,266.05669
Steel Pulse,We Can Do It,1991,237.45261
Steel Pulse,House of Love,1997,261.35465
Steel Pulse,Role Model,1997,262.47791
Stefon Harris,Alovi,1999,326.60853
Stefon Harris,From the Gardner Meditations: African Tarantella,2006,538.27873
Steinski,Silent Partner (Peace Out),2003,52.4273
Steinski,Hot Spot (Terrible Love Mix),2003,169.97832
Stephan Micus,Part 1 (19 Flowerpots_ 2 Hammered Dulcimers_ Bavarian Zither_ Shakuhachi),1988,519.8624
Stephan Micus,Contessa Entellina,2001,274.65098
Stephan Micus,Mikhail's Dream,2001,504.94649
Stephan Micus,Virgen De La Nieve - 14-String Guitar Solo,2002,336.09098
Stephan Micus,part 2 - Winterlight,2006,316.49914
Stephen Marley,Mind Control,2005,270.05342
Stephen Marley / Damian Marley,The Traffic Jam,2006,247.17016
Stephen Marley / Damian Marley,The Mission,2008,273.89342
Stephen Pearcy,Freak,2002,216.63302
Stephen Warbeck,Birth Of The Falls,2003,123.68934
Stephy Tang,Zi You Zi Zai,2006,205.06077
Steve Morse,Prognosis,2000,363.85914
Steve Porter,Mindless,2000,509.33506
Steve Riley & The Mamou Playboys,Between Eunice & Opelousas,1995,182.22975
Steve Riley & The Mamou Playboys,Katherine,1995,189.64853
Steve Vai,Salamanders In The Sun,1984,305.94567
Steve Vai,The Attitude Song,1984,693.57669
Steve Vai,Brother,1996,304.71791
Steve Vai,Fever Dream,1999,364.53832
Steve Vai,Fire,2001,363.36281
Steve Vai,The Murder Prologue,2007,69.90322
Steve Vai,Angel Food,2009,383.29424
Steven Halpern,6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths),2001,223.73832
Stevie Ray Vaughan,Crossfire,1992,248.78975
Stevie Ray Vaughan And Double Trouble,Cold Shot,1985,240.77016
Stevie Ray Vaughan And Double Trouble,Couldn't Stand The Weather,1985,281.05098
Stevie Ray Vaughan And Double Trouble,Mary Had A Little Lamb,1988,166.73914
Stevie Ray Vaughan And Double Trouble,The House Is Rockin',1994,168.30649
Stevie Ray Vaughan And Double Trouble,Empty Arms,1996,184.2673
Stevie Ray Vaughan And Double Trouble,Chitlins Con Carne,1996,235.65016
Stevie Ray Vaughan And Double Trouble,Ain't Gone 'N' Give Up On Love,2005,368.63955
Stevie Ray Vaughan And Double Trouble,Tin Pan Alley (aka Roughest Place In Town),2005,551.91465
Stew,The Drug Suite,2002,569.20771
Stew,Tomorrow Gone,2003,179.9571
Stew,L.A. Arteest Café,2003,299.07546
Sticky Fingaz,Oh My God,2000,266.4224
Stille Volk,Orgasme Tellurique,2003,276.37506
Stimulator,78 Stimulator,2004,213.55057
Stone Temple Pilots,Down (LP Version),2003,228.96281
Story Of The Year,Swallow The Knife (Live) (Segue),2005,75.57179
Story Of The Year,Meathead (Album Version) (Non-PA),2005,145.3971
Story Of The Year,Won Threw Ate,2010,224.41751
Storyville,Enough,1998,263.41832
Storyville,Talk To Me,1998,343.58812
Strata,Part One From Triomusic,2004,377.67791
Strata,Trio (1932)_ Movement 3: Moderato,2004,409.83465
Strata,Night Falls (The Weight Of It),2007,201.27302
Stress Assassin,EU A4,2003,229.53751
Styles P,Intro,2002,85.02812
Sub Focus,Juno,2005,292.98893
Sub Focus,Follow The Light (Radio Edit),2009,214.83057
Sub Swara,Constructing the Absence,2008,343.35302
Suburbs,Monde De Fou,2005,187.24526
Sue Foley,She Don't Belong To You,1998,224.65261
Sugar Minott,Jah Jah Children,1977,185.99138
Sugar Minott,Try Love,1977,290.35057
Sugar Minott,Walking Through the Ghetto,1979,186.8273
Sugar Minott,A True,1984,206.78485
Sugar Minott,Now We Know,2007,193.93261
Sugar Minott,Make It With You,2007,207.90812
Sugar Minott,Informer,2008,226.40281
Sugar Ray,Mean Machine (Remastered LP Version),2005,161.82812
Sugarbomb,Gone,2001,219.74159
Sugarbomb,Posterchild for Tragedy,2001,260.93669
Sui Generis,Cuando Ya Me Empiece A Quedar Solo,1973,335.33342
Sui Generis,Zapando Con La Gente,1975,269.84444
Sui Generis,Bubulina,1975,319.00689
Suicidal Tendencies,Two-Sided Politics,1987,61.83138
Suicidal Tendencies,Human Guinea Pig,1987,125.90975
Suicidal Tendencies,Looking In Your Eyes,1987,167.78404
Suicidal Tendencies,It's Going Down,1992,269.81832
Suicidal Tendencies,Monopoly On Sorrow,1992,312.55465
Suicide,Do It Nice,1999,323.94404
Suicide,Night Time,2004,394.73587
Sun Yan-Zi,Abscondence,2001,285.962
Sun Yan-Zi,That's The Way It Is,2002,215.53587
Sundial Aeon,love shelter,2007,459.93751
Sunnyland Slim,Midnight Jump,1994,246.04689
Sunscreem,Perfect Motion,1992,590.15791
Sunscreem,Exodus,1995,232.4371
Sunscreem,Secrets,1996,241.89342
Super Cat,Them No Care,1992,215.66649
Super Cat,Oh It's You,1992,229.66812
Super700,The Other Side,2009,47.28118
Superchumbo,Revolution,2001,443.37587
Susana Seivane,Mazurcas das Rías Baixas,2010,294.05995
Susana Seivane,Para Milladoiro,2010,350.71955
Suzanne Ciani,Mozart,1989,192.20853
Suzi Quatro,Too Big,1974,200.202
Suzi Quatro,Mama's Boy,1979,217.46893
Suzi Quatro,Born To Run,1995,301.21751
Suzi Quatro,Kids Of Tragedy,2004,207.882
Swallow The Sun,Doomed To Walk The Earth,2007,509.49179
Swallow The Sun,...and Heavens Cried Blood,2009,377.75628
Swami,Tonight,2009,259.91791
Swans Of Avon,When Heaven Falls,1995,196.54485
Syl Johnson,Diamond In The Rough,2000,176.74404
Sylver,Sympathy,2004,170.50077
Sylvester Weaver,Guitar Rag,1997,181.18485
Sylvia Tosun,Head Over Heels,2004,575.79057
Symphony in Peril,Inherent Scars,2005,245.13261
System of a Down,War?,1996,160.49587
System of a Down,Streamline,2001,217.59955
T-Bone,Ride Wit Me,2001,234.16118
T-Bone Walker,I'm Still In Love With You,1967,171.83302
T-Bone Walker,Mean Old World Blues,1983,174.96771
T-la Rock,Back To Burn,2001,151.61424
T.G. Sheppard,You're My First Lady,1992,210.75546
T.G. Sheppard,You Feel Good All Over,2002,194.11546
T.G. Sheppard,Only One You,2002,196.62322
T.I.,Why U Mad At Me (Explicit Screwed Version),2004,258.92526
T.O.K.,Chi Chi Man,2001,208.50893
T.O.K.,Saturday,2001,225.72363
T.O.K.,Hotta,2006,190.71955
TAKARU,Idnnitkhtr,2004,128.33914
TEN MADISON,Elementro,2003,405.41995
TEN MADISON,Leaving Melbourne,2006,283.76771
TEN MADISON,Cup Horn,2006,344.68526
THE CHIFFONS,One Fine Day,1963,129.67138
THE CHIFFONS,Did You Ever Go Steady,1963,138.762
THE CHIFFONS,When Summer's Through,1963,156.36853
TRAM 11,SUPER RISTA,2000,303.04608
TYR,Grial II,2001,293.38077
Taal,Noises,2000,17.73669
Tad,Stumblin' Man (Album),1991,215.43138
Taint,Hex Breaker,2009,281.46893
Take It Back!,These Days,2008,204.90404
Taking Back Sunday,I Am Fred Astaire (Album Version),2004,223.39873
Taking Back Sunday,Spin (Album Version),2006,219.79383
Taking Back Sunday,Catholic Knees (Album Version),2009,168.25424
Taking Dawn,Black Diamond,2010,236.79955
Talib Kweli,Everything Man (Album Version),2007,196.33587
Talib Kweli,Say Something [featuring Jean Grae] (Album Version),2007,222.11873
Talking Heads,Papa Legba (2005 Digital Remaster),1986,355.73506
Talking Heads,Two Note Swivel (Unfinished Outtake),2005,348.78649
Talvin Singh,Traveller,1998,350.4322
Tam Tam Go!,Better Ways,1990,223.97342
Tam Tam Go!,Belleza Pasajera,1993,190.04036
Tam Tam Go!,En La Tierra Caliente,1993,231.60118
Tam Tam Go!,Atrapados En La Red,1999,405.41995
Tammy Wynette,I Stayed Long Enough,1968,119.90159
Tammy Wynette,Stand By Your Man,1968,159.60771
Tania Maria,Come With Me,1983,325.66812
Tania Maria,Vem Pr'a Roda,2000,267.67628
Tanto Metro & Devonte,Know Your Friends,1999,221.23057
Tanto Metro & Devonte,Honey I Sugar Pie,2003,207.33342
Tanto Metro & Devonte,Strange Things,2004,158.1971
Tantric,Coming Undone,2009,176.43057
Tantric,Walk Away,2009,177.24036
Taste,On The Boards,1970,362.03057
Taya wooden,Mothers Rastas,2007,267.59791
Taylor Swift,Should've Said No,2006,245.78567
Taylor Swift,The Way I Loved You,2008,245.36771
Tech N9ne,Caribou Lou,2006,274.85995
Tech N9ne,Elbow Macaroni (Skit),2008,90.14812
Teena Marie,Playboy,1983,323.18649
Teena Marie,Light,1984,78.96771
Teena Marie,Help Youngblood Get To the Freaky Party,1984,345.67791
Teena Marie,How Can You Resist It,1990,328.56771
Teenage Fanclub,I Don't Know,1991,274.70322
Teenage Fanclub,The Sun Shines From You,2000,204.77342
Teenage Fanclub,The World'll Be OK,2003,266.89261
Teenage Fanclub,It's All In My Mind,2005,221.41342
Tel Basta,I'm Poured Out Like Water,1996,220.36853
Temple Of The Dog,Hunger Strike,1991,243.9571
Ten Years After,Year 3_000 Blues (2002 Digital Remaster),1970,145.00526
Ten Years After,Victim Of Circumstance,1989,248.78975
Terror Fabulous,Position,1995,191.73832
Terror Squad / Remy / Prospect / Armageddon,Hum Drum,2004,251.89832
Terry Callier,Occasional Rain,1972,243.04281
Terry Callier,Do You Finally Need A Friend,1972,342.56934
Terry Callier,Java Sparrow,1998,315.08853
Terry Callier,Holdin' On,1999,327.05261
Terry Callier,Blues,2001,180.50567
Terry Callier,Satin Doll,2007,258.19383
Terry Dexter,Beautiful One,2008,281.86077
Terry Riley,Peace Dance,1992,349.20444
Terry Riley,Acension Final Chord Rising,2002,142.41914
Tesla,Gettin' Better,1986,210.28526
Tesla,The Way It Is,1989,390.66077
Tesla,Caught In A Dream,2004,290.29832
Tesla,So What!,2008,228.98893
Test Icicles,Snowball,2005,190.24934
Test Icicles,What's Your Damage?,2005,216.45016
Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),1947,174.73261
Tex Williams,Smoke! Smoke! Smoke! (That Cigarette),1947,181.08036
Tex Williams,Wild Card,2004,140.79955
Tha Alkaholiks,Only When I'm Drunk,1993,217.36444
Tha Liks,Yo Mouth (Skit),2001,33.09669
Tha Liks,Intro,2001,43.2322
Tha Liks,40 OZ Quartet Part I,2001,108.2771
Tha Liks,Da Da Da Da,2001,294.13832
Tha Liks featuring Defari,My Dear,2001,233.92608
Tha Liks featuring King T,The Bubble,2001,251.6371
The Abominable Iron Sloth,Sailing To The Edge Of The Earth,2006,130.45506
The All American Rejects,The Future Has Arrived,2007,185.99138
The All American Rejects,Jack's Lament,2008,195.18649
The All-American Rejects,Bite Back,2005,279.71873
The Almost,Little Drummer Boy,2008,187.11465
The Almost,Books & Books,2009,210.59873
The Almost,Summer Summer,2009,240.79628
The Animals_ Sonny Boy Williamson,Bo Diddley,1973,463.49016
The Antlers,The Carrying Arms,2007,107.98975
The Antlers,Stairs To the Attic,2007,277.99465
The Ataris,Make It Last,1997,99.49995
The Ataris,I Won't Spend Another Night Alone,1999,257.85424
The Ataris,The Hero Dies in This One,2003,246.85669
The Ataris,so long_ astoria,2004,199.26159
The Ataris,Whatever Lies Will Help You Rest,2006,212.89751
The Ataris,Secret Handshakes,2006,222.9024
The B-52's,Wig,1986,261.74649
The B-52's,Tell It Like It T-I-IS (Album Version),1992,313.20771
The Baltimore Consort,The Beautiful Shepherdess of Arcadia,1996,614.00771
The Balustrade Ensemble,Crushed Pears,2007,226.76853
The Balustrade Ensemble,Fall Away Into Darkness,2007,285.3873
The Beatles / Tony Sheridan,Ain't She Sweet,1964,130.95138
The Berzerker,Humanity,2000,105.45587
The Berzerker,Deform (live),2000,165.61587
The Berzerker,Pure Hatred,2002,84.1922
The Berzerker,Compromise,2002,163.81342
The Birds,No Good Without You,2001,162.66404
The Black Crowes,Sting Me,1992,348.89098
The Black Crowes,Nonfiction,1994,256.20853
The Black Crowes,Ballad In Urgency,1994,339.25179
The Black Crowes,Girl From A Pawnshop,1996,404.58404
The Black Crowes,Good Morning Captain,2009,202.91873
The Black Crowes,Roll Old Jeremiah,2009,263.52281
The Blind Boys Of Alabama,New Born Soul,2005,176.40444
The Box Tops,People Make The World,1967,148.61016
The Box Tops,Neon Rainbow,1967,177.3971
The Box Tops,I Can Dig It,1968,142.36689
The Box Tops,Soul Deep,1969,148.03546
The Brooklyn Tabernacle Choir,Everything I Desire,1995,226.66404
The Brooklyn Tabernacle Choir,All That You Need,1995,257.30567
The Brooklyn Tabernacle Choir,Lead Me Lord,1995,324.44036
The Bucketheads,Sayin' Dope,1995,365.71383
The Bucketheads,Little Louie Bonus,1995,383.16363
The Bug Featuring Ricky Ranking,Judgement,2008,309.28934
The Bug Featuring Spaceape,Fuckaz,2008,327.99302
The Business,Class Compromise (&History's Glory),2001,144.77016
The Cardigans,Rise & Shine,1994,211.35628
The Cardigans,Iron Man,1996,259.76118
The Cardigans,Marvel Hill,1998,255.39873
The Cardigans,Explode,1998,274.05016
The Cardigans,Paralyzed,1998,296.85506
The Cars,Drive,1984,234.50077
The Cat's Miaow,Autumn,1996,46.00118
The Cat's Miaow,Portland_ Oregon,1997,125.25669
The Cat's Miaow,You Know It's True,1997,137.29914
The Cat's Miaow,Talking To Trees,2003,103.00036
The Chap,Volumatic Spacer Device,2003,207.28118
The Chap,We Are Not Impartial,2006,170.05669
The Chap,They Have a Name,2008,145.50159
The Chap,What's Love Got to Do With It,2008,216.2673
The Chap,Gimme Legs,2010,213.89016
The Chi Lites,Toby,1974,170.70975
The Chi-Lites,The Coldest Days Of My Life,1972,274.83383
The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,September Song,1997,218.48771
The Chieftains,Carolan's Concerto,1971,185.86077
The Chieftains,No. 6 The Coombe,1977,231.1571
The Chieftains,When A Man's In Love,1980,217.25995
The Chieftains,The Raggle Taggle Gypsy,2003,187.92444
The Chieftains;Colin James,Cúnla/The Friar's Breeches,1992,218.33098
The Clancy Brothers,Water Is Alright In Tay,1993,113.78893
The Clash,I'm So Bored With The U.S.A.,1977,140.77342
The Clash,Death Or Glory,1979,227.57832
The Clash,Lose This Skin,1980,308.50567
The Clash,Inoculated City,1982,130.63791
The Clash,Life Is Wild,1985,159.65995
The Cliks,Career Suicide (CD),2009,199.78404
The Cortinas,Radio Rape,1978,219.01016
The Creation,Try And Stop Me,1967,147.69587
The Creation,Hey Joe,1967,250.27873
The Crystal Method,Keep Hope Alive,1995,341.08036
The Crystal Method,More,1997,357.642
The Crystal Method,Realizer,2004,228.85832
The Cure,Doubt,1981,67.76118
The Cure,Primary,1981,209.60608
The Cure,Cut Here,2001,250.85342
The Cure,Lost,2004,232.48934
The Del McCoury Band,It's Surprising What the Lord Can Do,2006,171.67628
The Del McCoury Band,Led By the Master's Hand,2006,173.97506
The Dillinger Escape Plan,Sugar Coated Sour,1999,144.01261
The Dillinger Escape Plan,Setting Fire to Sleeping Giants,2004,207.77751
The Dillinger Escape Plan,Parasitic Twins,2010,281.23383
The Disposable Heroes Of Hiphoprisy,Music And Politics,1992,241.52771
The Distillers,Oh Serena,2000,152.68526
The Distillers,World Comes Tumblin' Down,2000,188.21179
The Distillers,Ask The Angels,2000,190.95465
The Distillers,The Blackest Years (CD only hidden track),2000,448.54812
The Distillers,Coral Fang (Album Version),2003,129.59302
The Doors,Strange Days ( LP Version ),1967,186.56608
The Dreamtree Project,Bliss,2007,798.1971
The Dylans,I Hope The Weather Stays Fine (Remix),1991,410.98404
The Edgar Broughton Band,Aphrodite (1999 Digital Remaster),1970,245.44608
The Exciters,Tell Him,1962,142.21016
The Exciters,Reaching For The Best,1994,194.53342
The Exies,Creeper Kamikaze,2003,201.87383
The Fabulous Thunderbirds,Let Me In,1979,154.53995
The Fabulous Thunderbirds,Mathilda,1981,196.44036
The Fabulous Thunderbirds,Why Get Up,1986,229.8771
The Fabulous Thunderbirds,Rainin' In My Heart,1989,221.23057
The Fabulous Thunderbirds,When I Get Home,1991,287.65995
The Fabulous Thunderbirds,Please Don't Lie To Me,1996,127.68608
The Fabulous Thunderbirds,I Can't Quit You Baby (Live) [Never Released],2003,342.20363
The Fever,Bye Bye Betty Blue,2006,194.45506
The Field Mice,When Morning Comes To Town,1989,316.73424
The Field Mice,Below The Stars,1990,335.46404
The Fire Theft,Chain (Album Version),2003,223.37261
The Five Stairsteps,Danger! She's A Stranger,2005,165.74649
The Flies,All Too Human,2007,222.40608
The Forms,Innizar,2003,208.14322
The Forms,Red Gun,2007,145.08363
The Four Pennies,Juliet,2002,144.14322
The Fray,Vienna,2002,231.07873
The Fray,She Is,2005,227.60444
The Fray,You Found Me,2008,240.56118
The Fray,Absolute,2009,227.082
The Frequency,Stop It,2004,195.21261
The Frequency,Own Me,2004,284.682
The Funeral Pyre,Here The Sun Never Shines,2006,271.22893
The Galactic Heroes,Cherokee,2000,120.86812
The Germs,Forming,1977,206.05342
The Germs,Going Down,1993,111.49016
The Gone Jackals,Drop The Hammer,1995,220.49914
The Gone Jackals,Not Buried Deep Enough,1995,229.79873
The Gone Jackals,That Blows My Mind (Slammin' and Way Out There!),1998,228.93669
The Grease Band,Willie And The Pig,1971,254.85016
The Harvey Averne Dozen,The Think Drink Theme,1967,166.81751
The High Strung,The Luck You Got,2005,187.27138
The High Strung,The Lifestyle That Got Away,2009,153.73016
The Highwaymen,The Road Goes On Forever,1995,282.33098
The Impressions,I Found You,1963,207.35955
The Impressions,This Is My Country,1968,168.01914
The Impressions,Need To Belong To Someone,1972,236.69506
The In Crowd,Back A Yard,1979,266.81424
The Irish Tenors,The Croppy Boy,2001,283.55873
The Jam,The Modern World,1977,150.59546
The Jam,Bricks And Mortar,1977,157.3873
The Jam,Start!,1980,135.83628
The Jam,Start!,1980,147.64363
The James Taylor Quartet,Creation,1996,315.14077
The James Taylor Quartet,The Obsession,2003,283.37587
The Jane Shermans,Ammunition,2008,235.49342
The Jason Bonham Band,Hold On,1992,260.51873
The Jason Bonham Band,Bing,1992,290.19383
The Jeff Healey Band,My Little Girl,1988,223.92118
The Jeff Healey Band,See The Light,1988,267.33669
The Jeff Healey Band,Hoochie Coochie Man,1989,313.7824
The Jeff Healey Band,It Could All Get Blown Away,1992,283.03628
The Killers,Show You How,2004,166.29506
The Killers,Mr. Brightside (Jacques Lu Cont's Thin White Duke Mix),2005,527.98649
The Killers,When You Were Young,2006,269.76608
The Killers,A Dustland Fairytale,2008,225.12281
The Killers,Spaceman,2008,284.3424
The Knux,Bang! Bang!,2008,200.25424
The Last,Century City Rag,1979,159.05914
The Last Days Of Jesus,Life In Line,2004,209.55383
The Last Days Of Jesus,Death Song,2004,292.57098
The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,No Mercy Remix (Cade Money Remix),2007,239.33342
The Last Vegas,Another Lover,2009,237.11302
The Lord Weird Slough Feg,Beast In the Broch,2000,106.60526
The Lord Weird Slough Feg,The Spinward Marches,2003,82.52036
The Lord Weird Slough Feg,Baltech's Lament,2003,252.62975
The MC5,The American Ruse (LP Version),1970,149.96853
The Mad Capsule Markets,Loud Up!!,2004,161.01832
The Maine,You Left Me,2008,209.00526
The Mars Volta,Inertiatic Esp,2003,266.47465
The Mars Volta,Eriatarka,2003,380.42077
The Mars Volta,Take The Veil Cerpin Taxt,2003,521.63873
The Mars Volta,Caviglia,2005,165.72036
The Michael Stanley Band,Waste A Little Time On Me,1975,232.12363
The Mighty Mighty Bosstones,Pictures To Prove It,1994,196.10077
The Misfits,Halloween II,1981,133.27628
The Misfits,We Bite,1982,73.09016
The Misfits,She (1997 Digital Remaster),1996,82.1024
The Misfits,The Haunting,1997,85.9424
The Misfits,Dig Up Her Bones,1997,181.21098
The Monroes,Arabian Night,1983,219.61098
The Moody Blues,Tuesday Afternoon,1968,291.29098
The Moody Blues,Long Summer Days,1977,194.97751
The Motors,You Beat The Hell Outta Me,1977,207.85587
The Motors,Dancing The Night Away,1977,393.61261
The Mystic Moods Orchestra,Gay Ranchero,1967,147.33016
The New York Dolls,Vietnamese Baby,1973,234.84036
The New York Dolls,Stranded In The Jungle,1974,245.68118
The New York Dolls,Human Being,1974,344.05832
The New York Dolls,Human Being,1974,344.45016
The Notorious B.I.G.,Who Shot Ya (Amended Album Version),2007,316.65587
The Ocean,Catharsis Of A Heretic,2010,128.83546
The Panic Channel,Said You'd Be,2006,153.25995
The Panic Channel,Awake,2006,227.99628
The Paul Butterfield Blues Band,Pretty Woman (LP Version),1971,228.75383
The Pharcyde,Passin' Me By,1993,303.46404
The Pharcyde,Italian For Goodbye (skit),2004,11.59791
The Pharcyde,Homegrown,2004,138.50077
The Pharcyde,Storm,2004,217.88689
The Pharcyde,The Climb/Paranoia,2004,247.11791
The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,The Hustle,1995,334.78485
The Pineapple Thief,Boxing Day,2006,233.66485
The Pineapple Thief,Snowdrops,2006,356.54485
The Pineapple Thief,Run A Mile,2006,399.82975
The Plasmatics,Summer Nite,1981,286.9024
The Plasmatics,The White's Bedroom - Fire Escape,2000,121.73016
The Plimsouls,I Want You Back,1981,147.9571
The Plimsouls,Women,1981,192.13016
The Police,So Lonely,1978,289.64526
The Police,Man In A Suitcase,1980,137.45587
