artist_name,year,songs_count
TRAM 11,2000,1
TYR,2001,1
Taal,2000,1
Tad,1991,1
Taint,2009,1
Take It Back!,2008,1
Taking Back Sunday,2004,1
Taking Back Sunday,2006,1
Taking Back Sunday,2009,1
Taking Dawn,2010,1
Talib Kweli,2007,2
Talking Heads,1986,1
Talking Heads,2005,1
Talvin Singh,1998,1
Tam Tam Go!,1990,1
Tam Tam Go!,1993,2
Tam Tam Go!,1999,1
Tammy Wynette,1968,2
Tania Maria,1983,1
Tania Maria,2000,1
Tanto Metro & Devonte,1999,1
Tanto Metro & Devonte,2003,1
Tanto Metro & Devonte,2004,1
Tantric,2009,2
Taste,1970,1
Taya wooden,2007,1
Taylor Swift,2006,1
Taylor Swift,2008,1
Tech N9ne,2006,1
Tech N9ne,2008,1
Teena Marie,1983,1
Teena Marie,1984,2
Teena Marie,1990,1
Teenage Fanclub,1991,1
Teenage Fanclub,2000,1
Teenage Fanclub,2003,1
Teenage Fanclub,2005,1
Tel Basta,1996,1
Temple Of The Dog,1991,1
Ten Years After,1970,1
Ten Years After,1989,1
Terror Fabulous,1995,1
Terror Squad / Remy / Prospect / Armageddon,2004,1
Terry Callier,1972,2
Terry Callier,1998,1
Terry Callier,1999,1
Terry Callier,2001,1
Terry Callier,2007,1
Terry Dexter,2008,1
Terry Riley,1992,1
Terry Riley,2002,1
Tesla,1986,1
Tesla,1989,1
Tesla,2004,1
Tesla,2008,1
Test Icicles,2005,2
Tex Williams,1947,2
Tex Williams,2004,1
Tha Alkaholiks,1993,1
Tha Liks,2001,4
Tha Liks featuring Defari,2001,1
Tha Liks featuring King T,2001,1
The Abominable Iron Sloth,2006,1
The All American Rejects,2007,1
The All American Rejects,2008,1
The All-American Rejects,2005,1
The Almost,2008,1
The Almost,2009,2
The Animals_ Sonny Boy Williamson,1973,1
The Antlers,2007,2
The Ataris,1997,1
The Ataris,1999,1
The Ataris,2003,1
The Ataris,2004,1
The Ataris,2006,2
The B-52's,1986,1
The B-52's,1992,1
The Baltimore Consort,1996,1
The Balustrade Ensemble,2007,2
The Beatles / Tony Sheridan,1964,1
The Berzerker,2000,2
The Berzerker,2002,2
The Birds,2001,1
The Black Crowes,1992,1
The Black Crowes,1994,2
The Black Crowes,1996,1
The Black Crowes,2009,2
The Blind Boys Of Alabama,2005,1
The Box Tops,1967,2
The Box Tops,1968,1
The Box Tops,1969,1
The Brooklyn Tabernacle Choir,1995,3
The Bucketheads,1995,2
The Bug Featuring Ricky Ranking,2008,1
The Bug Featuring Spaceape,2008,1
The Business,2001,1
The Cardigans,1994,1
The Cardigans,1996,1
The Cardigans,1998,3
The Cars,1984,1
The Cat's Miaow,1996,1
The Cat's Miaow,1997,2
The Cat's Miaow,2003,1
The Chap,2003,1
The Chap,2006,1
The Chap,2008,2
The Chap,2010,1
The Chi Lites,1974,1
The Chi-Lites,1972,1
The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,1997,1
The Chieftains,1971,1
The Chieftains,1977,1
The Chieftains,1980,1
The Chieftains,2003,1
The Chieftains;Colin James,1992,1
The Clancy Brothers,1993,1
The Clash,1977,1
The Clash,1979,1
The Clash,1980,1
The Clash,1982,1
The Clash,1985,1
The Cliks,2009,1
The Cortinas,1978,1
The Creation,1967,2
The Crystal Method,1995,1
The Crystal Method,1997,1
The Crystal Method,2004,1
The Cure,1981,2
The Cure,2001,1
The Cure,2004,1
The Del McCoury Band,2006,2
The Dillinger Escape Plan,1999,1
The Dillinger Escape Plan,2004,1
The Dillinger Escape Plan,2010,1
The Disposable Heroes Of Hiphoprisy,1992,1
The Distillers,2000,4
The Distillers,2003,1
The Doors,1967,1
The Dreamtree Project,2007,1
The Dylans,1991,1
The Edgar Broughton Band,1970,1
The Exciters,1962,1
The Exciters,1994,1
The Exies,2003,1
The Fabulous Thunderbirds,1979,1
The Fabulous Thunderbirds,1981,1
The Fabulous Thunderbirds,1986,1
The Fabulous Thunderbirds,1989,1
The Fabulous Thunderbirds,1991,1
The Fabulous Thunderbirds,1996,1
The Fabulous Thunderbirds,2003,1
The Fever,2006,1
The Field Mice,1989,1
The Field Mice,1990,1
The Fire Theft,2003,1
The Five Stairsteps,2005,1
The Flies,2007,1
The Forms,2003,1
The Forms,2007,1
The Four Pennies,2002,1
The Fray,2002,1
The Fray,2005,1
The Fray,2008,1
The Fray,2009,1
The Frequency,2004,2
The Funeral Pyre,2006,1
The Galactic Heroes,2000,1
The Germs,1977,1
The Germs,1993,1
The Gone Jackals,1995,2
The Gone Jackals,1998,1
The Grease Band,1971,1
The Harvey Averne Dozen,1967,1
The High Strung,2005,1
The High Strung,2009,1
The Highwaymen,1995,1
The Impressions,1963,1
The Impressions,1968,1
The Impressions,1972,1
The In Crowd,1979,1
The Irish Tenors,2001,1
The Jam,1977,2
The Jam,1980,2
The James Taylor Quartet,1996,1
The James Taylor Quartet,2003,1
The Jane Shermans,2008,1
The Jason Bonham Band,1992,2
The Jeff Healey Band,1988,2
The Jeff Healey Band,1989,1
The Jeff Healey Band,1992,1
The Killers,2004,1
The Killers,2005,1
The Killers,2006,1
The Killers,2008,2
The Knux,2008,1
The Last,1979,1
The Last Days Of Jesus,2004,2
The Last Eighth feat. Dumi Right(Zimbabwe Legit) and Skillz,2007,1
The Last Vegas,2009,1
The Lord Weird Slough Feg,2000,1
The Lord Weird Slough Feg,2003,2
The MC5,1970,1
The Mad Capsule Markets,2004,1
The Maine,2008,1
The Mars Volta,2003,3
The Mars Volta,2005,1
The Michael Stanley Band,1975,1
The Mighty Mighty Bosstones,1994,1
The Misfits,1981,1
The Misfits,1982,1
The Misfits,1996,1
The Misfits,1997,2
The Monroes,1983,1
The Moody Blues,1968,1
The Moody Blues,1977,1
The Motors,1977,2
The Mystic Moods Orchestra,1967,1
The New York Dolls,1973,1
The New York Dolls,1974,3
The Notorious B.I.G.,2007,1
The Ocean,2010,1
The Panic Channel,2006,2
The Paul Butterfield Blues Band,1971,1
The Pharcyde,1993,1
The Pharcyde,2004,4
The Pharcyde / Big Boy / Schmooche Cat / Randy Mack,1995,1
The Pineapple Thief,2006,3
The Plasmatics,1981,1
The Plasmatics,2000,1
The Plimsouls,1981,2
The Police,1978,1
The Police,1980,2
The Police,1983,2
The Presets,2005,1
The Presets,2006,1
The Presets,2008,2
The Prodigy,1991,1
The Prodigy,1996,1
The Race,2006,1
The Raconteurs,2006,1
The Radio Department,2005,1
The Radio Dept,2006,1
The Radio Dept.,2007,1
The Rapture,2003,1
The Rapture,2006,1
The Real Kids,1976,1
The Real Kids,1977,1
The Real Kids,1996,1
The Red Jumpsuit Apparatus,2006,1
The Reverend Peyton's Big Damn Band,2006,1
The Robert Cray Band,1983,2
The Roches,1979,1
The Roches,1980,1
The Roches,1982,1
The Roches,1990,1
The Roches,1995,1
The Rolling Stones,1963,1
The Rolling Stones,1964,2
The Rolling Stones,1966,1
The Rolling Stones,1972,1
The Rolling Stones,1981,1
The Ronettes,1964,1
The Ronettes,1991,1
The Ruby Suns,2005,1
The Scare,2009,1
The Sensational Alex Harvey Band,1972,1
The Sensational Alex Harvey Band,1975,1
The Shamen,1996,2
The Shangri-Las,1964,3
The Shangri-Las,1965,1
The Shirelles,1960,2
The Shirelles,1963,1
The Small Knives,2004,1
The Smashing Pumpkins,1993,1
The Smashing Pumpkins,1995,1
The Smashing Pumpkins,2000,1
The Smashing Pumpkins,2001,1
The Sonics,1967,2
The Sonics,1996,1
The Starting Line,2002,1
The Statler Brothers,1967,1
The Statler Brothers,1994,1
The Sterns,2006,1
The Stooges,1999,1
The Stranglers,1981,1
The Strokes,2003,2
The Sugarhill Gang,1981,1
The Suicide Machines,2003,2
The Summer Obsession,2006,1
The Temper Trap,2008,1
The Token,1994,1
The Tokens,1994,2
The Tragically Hip,1996,1
The Tragically Hip,2006,1
The Tragically Hip,2009,1
The Vaughan Brothers,1990,2
The Vaughan Brothers;Stevie Ray Vaughan;Jimmy Vaughan,1990,2
The Velvet Underground,1968,1
The Velvet Underground,1985,1
The Verve Pipe,1999,1
The Verve Pipe,2001,1
The Waybacks,2000,1
The Wes Montgomery Trio,1987,1
The White Stripes,2005,1
The White Stripes,2007,2
The Who,1975,1
The Who,1979,1
The Who,2009,1
The Wreckers,2007,1
The Zebras,2006,1
Theodor Zox,2007,1
Theodore Shapiro,2006,2
This Is Hell,2008,2
This Or The Apocalypse,2008,1
Thomas Dolby,1982,4
Thomas Dolby,1984,1
Three 6 Mafia,2003,1
Three 6 Mafia,2005,1
Thrice,2002,1
Thrice,2003,1
Thrice,2005,3
Thrice,2008,1
Through the Eyes of the Dead,2005,1
Throw The Fight,2008,1
Tigertailz,2007,1
Till West & DJ Delicious,2006,1
Tilman Sillescu,2008,1
Tim Exile,2006,2
Tim Exile,2009,2
Tim Hughes,2007,1
Tim Wilson,1999,1
Tim Wilson,2005,2
Timbalada,2006,1
Time Factory,2006,1
Timo Maas,2001,1
Timo Maas,2005,1
Timo Maas featuring MC Chikaboo,2002,1
Timothy Byram-Wigfield,2002,1
Tin Hat Trio,2000,2
Tin Hat Trio,2002,2
Tina Ann,2003,3
Tina Britt,2006,1
Tinariwen,2003,1
Tinariwen,2007,1
Tinariwen,2009,1
Tiny Bradshaw,2004,1
Tiny Tim,1968,1
Tiny Tim,2000,2
Tito Puente,1972,1
Tito Puente,1993,2
Tito Puente,1998,1
Tito Puenté,1987,1
Tito Rodriguez,2001,1
To My Surprise,2003,1
Toby Love featuring Rakim & Ken-Y,2007,1
Tom Barabas,1992,2
Tom Cochrane,1992,1
Tom Cochrane,1997,1
Tom Petty,1994,2
Tommy Castro,1996,1
Tommy James & The Shondells,1969,1
Tommy James And The Shondells,1967,1
Tommy James And The Shondells,1989,2
Tones On Tail,1987,1
Toni Braxton,1993,1
Toni Braxton,2000,1
Toni Braxton,2002,2
Toni Braxton Featuring Babyface,2003,1
Toni Braxton Featuring Shaggy,2001,1
Tony Joe White,1970,1
Tony Joe White,1993,1
Tony Joe White,1999,1
Tony Matterhorn,2006,1
Toots & The Maytals,1984,1
Toots & The Maytals,1996,1
Toots & The Maytals,1998,1
Toots Thielemans,1955,1
Toots Thielemans,1998,1
Torcuato Mariano,2006,1
Total Fucking Destruction,2007,1
Tracy Byrd,1996,1
Tracy Byrd,2007,1
Tranzas,2000,2
Trentemoller,2009,1
Tresenlesen,1995,1
Tresenlesen,1998,1
Trick Trick / Eminem,2005,2
Trick Trick / Obie Trice,2005,1
Trivium,2004,1
Trivium,2008,3
Truckfighters,2007,1
Tsar,2005,1
Tshala Muana,2001,1
Tullycraft,1999,2
Tum Tum,2007,1
Tum Tum / Double T / LiL Ronnie,2007,1
Turisas,2004,1
Twila Paris,1980,1
Twila Paris,1990,1
Twila Paris,2001,1
Twin Atlantic,2008,1
Twista,1997,1
Twista,2005,3
Twista Featuring Cee-Lo,2004,1
Ty Herndon,1998,1
Tyrone Wells,2005,2
U.K. Subs,1993,2
U2,1981,1
U2,1992,1
U2,2000,1
U2,2004,1
U2,2007,1
U2,2009,1
UK Subs,1979,1
UK Subs,1986,1
UK Subs,1999,1
Ultraviolence,1995,1
Unearth,2001,1
Unearth,2008,1
Unkle Bob,2006,1
Unwritten Law,1996,1
Unwritten Law,2003,1
Unwritten Law,2005,1
Uphill Battle,2002,2
Uphill Battle,2004,1
Urge Overkill,1993,1
Uriah Heep,1971,1
Uriah Heep,1978,1
Uriah Heep,2006,1
Uriah Heep,2008,1
Usher,1994,1
Usher,1999,2
Usher,2008,2
Usher,2010,1
Usher Featuring The Nu Beginning,2004,1
V V Brown,2009,1
V'ro,2003,1
VHS Or Beta,2002,1
VHS Or Beta,2004,3
VHS Or Beta,2006,1
Valient Thorr,2006,1
Van Halen,1981,1
Van Halen,1983,1
Van Halen,1998,1
Vanessa Daou,1994,1
Vanessa Daou,1996,2
Vangelis,1977,1
Vangelis,1983,1
Vangelis,1990,2
Vangelis,1998,1
Vangelis,2004,1
Various Production,2008,2
Various Production,2009,1
Venice,1990,1
Vex'd,2005,1
Vex'd,2010,2
Vickie Winans,2008,1
Vilma E Vampiros Palma,1995,1
Vilma Palma e Vampiros,1992,1
Vilma Palma e Vampiros,1993,2
Vince Guaraldi,1964,2
Vince Guaraldi Trio,1964,1
Vinícius de Moraes,1965,1
Virgil Moorefield,1994,1
Virgil Moorefield,1995,1
Vitamin C,1999,2
Vivian,2007,1
Vixen,1988,2
Vonray,2003,1
Vox Dei,1971,1
Vox Dei,1974,1
Vulgar Pigeons,2004,1
Vulture Industries,2007,1
Vuneny,2006,1
W.A.S.P.,1992,2
W.A.S.P.,2007,1
Wade Ray,2005,1
Wailing Souls,1979,1
Wailing Souls,1980,1
Wailing Souls,1981,1
Walter Ego,1998,1
Walter Hawkins,1978,1
Walter Jackson,2006,1
Walter Trout,1992,1
Walter Trout,1997,1
Wang Chung,1983,1
War Babies,1991,1
Warren Barfield,2006,2
Warrior King,2002,3
Warrior King,2005,1
Webb Wilder,2009,1
Weedeater,2001,1
Weezer,2001,1
Weezer,2002,1
Weezer,2004,1
Weezer,2009,1
Weirdos_ The,1978,1
Wendo Kolosoy,1993,1
Wendy Moten,1992,1
Wesley Tuttle,1992,1
Wet Wet Wet,1992,1
Wet Wet Wet,1994,1
Wet Wet Wet,2004,1
White Willow,2000,1
White Willow,2006,1
Whitesnake,1978,1
Whitesnake,1980,1
Whitesnake,2003,1
Whitney Cummings,2009,2
Who Made Who,2004,1
Will Ackerman,1992,2
William Orbit,1987,1
William Orbit,1993,3
William Orbit,2000,1
Williamson,2003,1
Williamson,2005,2
Willie Bobo,1997,1
Willie Bobo,2008,1
Willie Colon,2001,1
Willie Isz,2009,1
Willie Rosario,1999,1
Willy DeVille,1996,1
Willy DeVille,2008,1
Willy DeVille,2009,1
Wilshire,2003,2
Winds Of Plague,2008,1
Winds Of Plague,2009,1
Winifred Phillips,2009,2
Winston McAnuff_ The Bazbaz Orchestra,2005,1
Winston Reedy,1997,1
Wolfchant,2007,1
Wolfmother,2004,1
Wolfmother,2009,3
Wordsworth,2004,1
Wordsworth feat. Adanita Ross,2004,1
Workhorse,2007,4
Wyclef Jean,1997,1
Wyclef Jean,2000,1
Wyclef Jean,2002,1
Wyclef Jean,2004,1
Wyclef Jean,2007,1
Wyclef Jean featuring Butch Cassidy and Sharissa,2002,1
Wyclef Jean featuring Prodigy of Mobb Deep,2003,1
X-ecutioners,2001,1
X-ecutioners featuring M.O.P.,2001,1
X-ecutioners featuring Tom Tom Club & Biz Markie,2001,1
XLNC,1998,1
Xcultures,2000,2
Xzibit,1996,1
Xzibit,2000,1
Y&T,1982,1
Y&T,1983,1
Y&T,1987,1
YGGDRASIL,1998,1
Yami Bolo,2000,1
Yami Bolo,2001,1
Year Long Disaster,2010,1
Year of Desolation,2005,2
Yellowcard,2003,1
Young-Holt Unlimited,1970,2
Young-Holt Unlimited,1971,1
Youves,2008,1
Yung Joc,2007,1
Z.Z. Hill,1971,2
ZO2,2007,2
Zbigniew Preisner,1993,2
Zbigniew Preisner,1994,2
Zebra,1983,1
Zebra,1990,1
Zebra,1999,1
Zeca Baleiro,2000,2
Zeca Baleiro,2002,1
Zeca Baleiro,2006,1
Zen Lemonade,2001,1
Zeromancer,2001,1
Zeromancer,2003,1
Zeromancer,2009,1
Zeromancer,2010,2
Zombie Girl,2006,1
Zombie Girl,2007,1
Zombie Girl,2009,1
ZombieSuckers,2010,1
Zombina & The Skeletones,2002,1
Zombina & The Skeletones,2006,2
Zuma,2001,1
Zumpano,1995,1
bel canto,1996,1
brokeNCYDE,2008,2
deadboy & the Elephantmen,2005,1
fIREHOSE,1988,1
fIREHOSE,1989,1
fIREHOSE,1991,2
iTAL tEK,2007,1
themselves,2002,1
themselves,2003,2
themselves,2009,1
unloco,2001,3
ÄI-TIEM,1993,2
ÄI-TIEM,2003,2
